t,pos,reward,action,layer_outputs
1554,-28.84779831746302,-28.84779831746302,-1,"[-0.5, 0.5, 0.5, -0.5, -0.5, 0.5]"
1555,-28.563721769577608,-28.563721769577608,1,"[0.5, -0.5, -0.5, 0.5, 0.5, -0.5]"
1556,-28.89406855358471,-28.89406855358471,-1,"[-0.5, 0.5, 0.5, -0.5, -0.5, 0.5]"
1557,-29.17867020335035,-29.17867020335035,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1558,-28.841946409405338,-28.841946409405338,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1559,-29.124154459707388,-29.124154459707388,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1560,-28.85965315935236,-28.85965315935236,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065788626670837]"
1561,-29.109223390921947,-29.109223390921947,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1562,-28.831690703309842,-28.831690703309842,1,"[0.5, 0.5, 0.5, -0.5, -0.5, -0.5]"
1563,-29.158861006083313,-29.158861006083313,-1,"[-0.5, -0.5, -0.5, 0.5, 0.5, 0.5]"
1564,-28.860420352354023,-28.860420352354023,1,"[0.5, 0.5, 0.5, -0.5, -0.5, -0.5]"
1565,-29.16754005258594,-29.16754005258594,-1,"[-0.5, -0.5, -0.5, 0.5, 0.5, 0.5]"
1566,-28.871029024936067,-28.871029024936067,1,"[0.5, 0.5, 0.5, -0.5, -0.5, -0.5]"
1567,-29.160760203365356,-29.160760203365356,-1,"[-0.5, -0.5, -0.5, 0.5, 0.5, 0.5]"
1568,-28.85959009054452,-28.85959009054452,1,"[0.49999281764030457, 0.49999281764030457, 0.4994523227214813, -0.5000072121620178, -0.5000072121620178, -0.5000072121620178]"
1569,-29.142358053866268,-29.142358053866268,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1570,-28.829578334729884,-28.829578334729884,1,"[0.5, 0.5, -0.5, 0.5, -0.5, -0.5]"
1571,-29.135586973762216,-29.135586973762216,-1,"[-0.5, -0.5, 0.5, -0.5, 0.5, 0.5]"
1572,-28.819598993947174,-28.819598993947174,1,"[0.49997344613075256, 0.4979745149612427, -0.500026524066925, 0.49997344613075256, -0.500026524066925, -0.500026524066925]"
1573,-29.092711286342684,-29.092711286342684,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
1574,-28.79494295729774,-28.79494295729774,1,"[0.5, -0.5, -0.5, 0.5, 0.5, -0.5]"
1575,-29.08204360655869,-29.08204360655869,-1,"[-0.5, 0.5, 0.5, -0.5, -0.5, 0.5]"
1576,-28.778961339972223,-28.778961339972223,1,"[0.5, -0.5, -0.5, 0.5, 0.5, -0.5]"
1577,-29.056768248809313,-29.056768248809313,-1,"[-0.5, 0.5, 0.5, -0.5, -0.5, 0.5]"
1578,-28.770274944959066,-28.770274944959066,1,"[0.5, -0.5, -0.5, 0.5, 0.5, -0.5]"
1579,-29.036736541705466,-29.036736541705466,-1,"[-0.5, 0.5, 0.5, -0.5, -0.5, 0.5]"
1580,-28.728531639590223,-28.728531639590223,1,"[0.5, -0.5, -0.5, 0.5, 0.5, -0.5]"
1581,-29.03179737504707,-29.03179737504707,-1,"[-0.5, 0.5, 0.5, -0.5, -0.5, 0.5]"
1582,-28.739852415145155,-28.739852415145155,1,"[0.5, -0.5, -0.5, 0.5, 0.5, -0.5]"
1583,-29.046917495905294,-29.046917495905294,-1,"[-0.5, 0.5, 0.5, -0.5, -0.5, 0.5]"
1584,-29.37331227497458,-29.37331227497458,-1,"[-0.46738964319229126, -0.5061008334159851, -0.5061008334159851, 0.4937466084957123, 0.4937466084957123, -0.5061008334159851]"
1585,-29.07851382097924,-29.07851382097924,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1586,-29.363202773093843,-29.363202773093843,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1587,-29.06799278677416,-29.06799278677416,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1588,-29.389346792577626,-29.389346792577626,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1589,-29.089251021469003,-29.089251021469003,1,"[0.5065786242485046, 0.5065786242485046, 0.5065786242485046, -0.493243545293808, -0.493243545293808, 0.5065561532974243]"
1590,-29.401058911549633,-29.401058911549633,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1591,-29.103136592253907,-29.103136592253907,1,"[0.5, 0.5, 0.5, -0.5, -0.5, -0.5]"
1592,-29.418597493394973,-29.418597493394973,-1,"[-0.5, -0.5, -0.5, 0.5, 0.5, 0.5]"
1593,-29.10453908794625,-29.10453908794625,1,"[0.5, 0.5, 0.5, -0.5, -0.5, -0.5]"
1594,-29.430439265736606,-29.430439265736606,-1,"[-0.5, -0.5, -0.5, 0.5, 0.5, 0.5]"
1595,-29.108193222295068,-29.108193222295068,1,"[0.5, 0.5, 0.5, -0.5, -0.5, -0.5]"
1596,-29.410796325874433,-29.410796325874433,-1,"[-0.5, -0.5, -0.5, 0.5, 0.5, 0.5]"
1597,-29.107497657135614,-29.107497657135614,1,"[0.4983176290988922, 0.4983176290988922, 0.32898223400115967, -0.5016711354255676, -0.5016711354255676, -0.5016711354255676]"
1598,-29.41564803986455,-29.41564803986455,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1599,-29.099288290127543,-29.099288290127543,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1600,-29.399487897821842,-29.399487897821842,-1,"[-0.5065789818763733, -0.5065789818763733, -0.5065789818763733, -0.5065789818763733, 0.49324095249176025, 0.4932432174682617]"
1601,-29.11548620682102,-29.11548620682102,1,"[0.5059969425201416, 0.45805057883262634, 0.5059969425201416, 0.5059969425201416, -0.49385571479797363, -0.49385571479797363]"
1602,-29.400324021385345,-29.400324021385345,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1603,-29.110151709987726,-29.110151709987726,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1604,-29.406188896803958,-29.406188896803958,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1605,-29.074196605862742,-29.074196605862742,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1606,-29.37531846201993,-29.37531846201993,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1607,-29.07526685662025,-29.07526685662025,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
1608,-29.403504809185584,-29.403504809185584,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
1609,-29.69192363969274,-29.69192363969274,-1,"[-0.4999926686286926, -0.49999991059303284, 0.5000000596046448, 0.5000000596046448, 0.5000000596046448, -0.49999991059303284]"
1610,-29.35995822684356,-29.35995822684356,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
1611,-29.696538572814625,-29.696538572814625,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
1612,-29.37977630174473,-29.37977630174473,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
1613,-29.674492413574896,-29.674492413574896,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1614,-29.37832645412567,-29.37832645412567,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1615,-29.67626801385885,-29.67626801385885,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1616,-29.387324570659523,-29.387324570659523,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1617,-29.677750529198473,-29.677750529198473,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1618,-29.39691091706382,-29.39691091706382,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065785646438599]"
1619,-29.661694967557914,-29.661694967557914,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1620,-29.37380868677741,-29.37380868677741,1,"[0.5, 0.5, 0.5, -0.5, -0.5, -0.5]"
1621,-29.673139015515993,-29.673139015515993,-1,"[-0.5, -0.5, -0.5, 0.5, 0.5, 0.5]"
1622,-29.38963944568323,-29.38963944568323,1,"[0.5, 0.5, 0.5, -0.5, -0.5, -0.5]"
1623,-29.6558525175009,-29.6558525175009,-1,"[-0.5, -0.5, -0.5, 0.5, 0.5, 0.5]"
1624,-29.34554507926794,-29.34554507926794,1,"[0.5, 0.5, 0.5, -0.5, -0.5, -0.5]"
1625,-29.66353597467246,-29.66353597467246,-1,"[-0.5058819055557251, -0.5058819055557251, -0.5058819055557251, -0.44732359051704407, 0.4939763844013214, 0.4939763844013214]"
1626,-29.38797564880721,-29.38797564880721,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1627,-29.687234288440955,-29.687234288440955,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1628,-29.348750409945097,-29.348750409945097,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1629,-29.647499136246903,-29.647499136246903,-1,"[-0.5129867196083069, -0.5129867196083069, -0.5129867196083069, -0.5129867196083069, -0.5129656791687012, 0.4863016605377197]"
1630,-29.35632654662212,-29.35632654662212,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1631,-29.64724119715834,-29.64724119715834,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1632,-29.3290430282145,-29.3290430282145,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1633,-29.665340131940503,-29.665340131940503,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1634,-29.35221788388964,-29.35221788388964,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1635,-29.666192681902135,-29.666192681902135,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1636,-29.367922299388418,-29.367922299388418,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
1637,-29.651486299718083,-29.651486299718083,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
1638,-29.96476538274259,-29.96476538274259,-1,"[-0.4999999701976776, -0.5, 0.5, 0.5, 0.5, -0.5]"
1639,-29.664623319068923,-29.664623319068923,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
1640,-29.948563317168038,-29.948563317168038,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
1641,-29.631434621214538,-29.631434621214538,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
1642,-29.90152138466673,-29.90152138466673,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1643,-29.615197748498623,-29.615197748498623,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1644,-29.888624974002393,-29.888624974002393,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1645,-29.582496644023713,-29.582496644023713,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1646,-29.876554964031335,-29.876554964031335,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1647,-29.584448223242653,-29.584448223242653,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1648,-29.92429391497294,-29.92429391497294,-1,"[-0.5129702091217041, -0.5129702091217041, -0.5129702091217041, -0.5117037892341614, 0.4863201081752777, -0.5129702091217041]"
1649,-29.640056852786767,-29.640056852786767,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1650,-29.93921995858847,-29.93921995858847,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1651,-29.640458056167834,-29.640458056167834,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1652,-29.959911712273716,-29.959911712273716,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1653,-29.6878462053603,-29.6878462053603,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1654,-29.966177997556738,-29.966177997556738,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1655,-29.672712758614626,-29.672712758614626,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1656,-29.996378751206123,-29.996378751206123,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1657,-29.679939925444696,-29.679939925444696,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1658,-29.95379870040939,-29.95379870040939,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1659,-29.650424018573847,-29.650424018573847,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1660,-29.973881979116264,-29.973881979116264,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1661,-29.69003714712703,-29.69003714712703,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1662,-29.952221976938272,-29.952221976938272,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1663,-29.63576835511677,-29.63576835511677,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1664,-29.912059931946857,-29.912059931946857,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1665,-29.61781611849308,-29.61781611849308,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
1666,-29.91570036057562,-29.91570036057562,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
1667,-30.199201222323435,-30.199201222323435,-1,"[-0.4999982416629791, -0.4999999701976776, 0.5000000596046448, 0.5000000596046448, 0.5000000596046448, -0.4999999701976776]"
1668,-29.865575203547024,-29.865575203547024,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
1669,-30.18341607586792,-30.18341607586792,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
1670,-29.871771013263764,-29.871771013263764,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
1671,-30.144613796050788,-30.144613796050788,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1672,-29.835777570284822,-29.835777570284822,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1673,-30.1152381744063,-30.1152381744063,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1674,-29.82583415310466,-29.82583415310466,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1675,-30.105400979714915,-30.105400979714915,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1676,-29.79637701609137,-29.79637701609137,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1677,-30.074096500327503,-30.074096500327503,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308]"
1678,-29.732349745098038,-29.732349745098038,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1679,-30.059404307903687,-30.059404307903687,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1680,-29.775691815776437,-29.775691815776437,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1681,-30.10203924947171,-30.10203924947171,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1682,-29.828274358422988,-29.828274358422988,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1683,-30.12474688522259,-30.12474688522259,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1684,-29.80537289249797,-29.80537289249797,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1685,-30.10896279833924,-30.10896279833924,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1686,-29.841156903436755,-29.841156903436755,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1687,-30.130583602077834,-30.130583602077834,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1688,-29.836708772434445,-29.836708772434445,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1689,-30.13511307761634,-30.13511307761634,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1690,-29.825591594462228,-29.825591594462228,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1691,-30.131064086269834,-30.131064086269834,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1692,-29.82836921020705,-29.82836921020705,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1693,-30.137713778252635,-30.137713778252635,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1694,-29.865285019729598,-29.865285019729598,1,"[0.5065873861312866, -0.49257147312164307, 0.5065873861312866, 0.5065873861312866, 0.5065873861312866, -0.49323439598083496]"
1695,-30.18238922591063,-30.18238922591063,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
1696,-29.894842928499585,-29.894842928499585,1,"[0.5008414387702942, -0.49332195520401, 0.5065043568611145, 0.5065043568611145, 0.5065043568611145, -0.49332195520401]"
1697,-30.197910355206393,-30.197910355206393,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
1698,-30.485856969117844,-30.485856969117844,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
1699,-30.191468969166927,-30.191468969166927,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
1700,-30.54710900327354,-30.54710900327354,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1701,-30.20512634326288,-30.20512634326288,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1702,-30.46753961039877,-30.46753961039877,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1703,-30.158148346072718,-30.158148346072718,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1704,-30.46105375312772,-30.46105375312772,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
1705,-30.167622670754294,-30.167622670754294,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
1706,-30.45526147759721,-30.45526147759721,-1,"[-0.5129629969596863, -0.5129629969596863, -0.5129629969596863, -0.5111508965492249, 0.4863281548023224, -0.5129629969596863]"
1707,-30.161311714184283,-30.161311714184283,1,"[0.5067778825759888, 0.5067778825759888, 0.5067778825759888, 0.5067778825759888, -0.4930332601070404, -0.476772665977478]"
1708,-30.463097958667873,-30.463097958667873,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1709,-30.134255193077944,-30.134255193077944,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1710,-30.45833396730389,-30.45833396730389,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1711,-30.153501006042312,-30.153501006042312,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1712,-30.434633884238224,-30.434633884238224,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1713,-30.139271493701585,-30.139271493701585,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1714,-30.439962322071555,-30.439962322071555,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
1715,-30.132991480441223,-30.132991480441223,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
1716,-30.45505762364631,-30.45505762364631,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1717,-30.129058038113218,-30.129058038113218,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1718,-30.461272252354593,-30.461272252354593,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1719,-30.16838361209352,-30.16838361209352,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1720,-30.489953294538356,-30.489953294538356,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1721,-30.177373123290167,-30.177373123290167,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1722,-30.487385466913796,-30.487385466913796,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1723,-30.188450416458597,-30.188450416458597,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
1724,-30.48750214682495,-30.48750214682495,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
1725,-30.209021464302886,-30.209021464302886,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
1726,-30.52346808334918,-30.52346808334918,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
1727,-30.8389415694086,-30.8389415694086,-1,"[-0.49999746680259705, -0.4999999701976776, 0.5000000596046448, 0.5000000596046448, 0.5000000596046448, -0.4999999701976776]"
1728,-30.536681100374143,-30.536681100374143,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
1729,-30.844495653590666,-30.844495653590666,-1,"[-0.5041698813438416, -0.5041698813438416, -0.21771307289600372, 0.49575936794281006, 0.49575936794281006, -0.5041698813438416]"
